source,rank,x1,y1,x2,y2,length,angle_degrees
cnn_or_selected_backend,28,781.0,923.0,985.0,904.0,204.88289338058462,174.6789787672988
cnn_or_selected_backend,29,510.0,797.0,516.0,593.0,204.08821622033938,91.68468431789628
cnn_or_selected_backend,30,790.0,898.0,993.0,914.0,203.62956563328422,4.506606883768322
cnn_or_selected_backend,31,733.0,671.0,843.0,842.0,203.32486321156102,57.24784235146058
cnn_or_selected_backend,32,771.0,842.0,921.0,979.0,203.147729497526,42.40649355521096
cnn_or_selected_backend,33,794.0,779.0,896.0,952.0,200.83077453418338,59.47659518653704
cnn_or_selected_backend,34,192.0,593.0,392.0,593.0,200.0,0.0
cnn_or_selected_backend,35,135.0,614.0,136.0,415.0,199.00251254695254,90.28791606655709
cnn_or_selected_backend,36,600.0,634.0,601.0,833.0,199.00251254695254,89.71208393344291
cnn_or_selected_backend,37,789.0,896.0,987.0,902.0,198.09088823063013,1.7357045889283889
cnn_or_selected_backend,38,781.0,918.0,976.0,898.0,196.02295783912658,174.14398641457103
cnn_or_selected_backend,39,321.0,961.0,514.0,933.0,195.020511741714,171.7452514766104
cnn_or_selected_backend,40,106.0,1216.0,299.0,1207.0,193.2097306038182,177.3301102379924
cnn_or_selected_backend,41,272.0,997.0,463.0,1023.0,192.7615106809448,7.751779154296713
cnn_or_selected_backend,42,313.0,948.0,498.0,896.0,192.16919628285902,164.30033145386545
cnn_or_selected_backend,43,127.0,349.0,134.0,158.0,191.12822920751398,92.09890593320354
cnn_or_selected_backend,44,144.0,1222.0,334.0,1209.0,190.4442175546425,176.08586278138756
cnn_or_selected_backend,45,513.0,858.0,517.0,668.0,190.04210059878838,91.20604877921996
cnn_or_selected_backend,46,862.0,1129.0,1045.0,1179.0,189.70766985021982,15.281607734694827
cnn_or_selected_backend,47,1065.0,869.0,1077.0,1053.0,184.39088914585776,86.26860300083955
cnn_or_selected_backend,48,119.0,1024.0,279.0,938.0,181.64801127455263,151.74197038529311
cnn_or_selected_backend,49,733.0,674.0,832.0,826.0,181.39735389470266,56.92316663584462
cnn_or_selected_backend,50,430.0,932.0,609.0,907.0,180.7373785358192,172.049226573607
cnn_or_selected_backend,51,200.0,984.0,252.0,811.0,180.646062785769,106.72962375368809
cnn_or_selected_backend,52,942.0,938.0,990.0,764.0,180.49930747789588,105.42216131873867
cnn_or_selected_backend,53,312.0,941.0,491.0,942.0,179.00279327429502,0.3200848237816687
cnn_or_selected_backend,54,149.0,610.0,158.0,432.0,178.22738285684386,92.89451269235754
cnn_or_selected_backend,55,125.0,612.0,125.0,435.0,177.0,90.0
cnn_or_selected_backend,56,926.0,1040.0,1098.0,1001.0,176.36609651517495,167.22453301724047
cnn_or_selected_backend,57,434.0,978.0,610.0,968.0,176.28386199536246,176.74805439963612
cnn_or_selected_backend,58,905.0,1035.0,958.0,867.0,176.16185739256952,107.50924479025765
cnn_or_selected_backend,59,369.0,952.0,543.0,925.0,176.08236708995025,171.17962044797895
cnn_or_selected_backend,60,779.0,937.0,935.0,862.0,173.09246084101989,154.3231843181618
cnn_or_selected_backend,61,427.0,550.0,432.0,378.0,172.07265907168403,91.66510605810367
cnn_or_selected_backend,62,774.0,799.0,874.0,938.0,171.2337583538947,54.26783626282112
cnn_or_selected_backend,63,553.0,810.0,558.0,639.0,171.0730837975396,91.6748379905292
cnn_or_selected_backend,64,1032.0,515.0,1041.0,685.0,170.23806859806652,86.96952315413941
cnn_or_selected_backend,65,837.0,1263.0,1007.0,1259.0,170.0470523119998,178.6521127198014
cnn_or_selected_backend,66,115.0,1043.0,118.0,874.0,169.0266251216062,91.01697803071917
cnn_or_selected_backend,67,780.0,952.0,938.0,892.0,169.00887550658396,159.20588504449634
cnn_or_selected_backend,68,641.0,633.0,734.0,771.0,166.41213898030395,56.02345596374314
cnn_or_selected_backend,69,268.0,770.0,433.0,786.0,165.77394246382633,5.538637532790516
cnn_or_selected_backend,70,216.0,1025.0,377.0,988.0,165.19685227025363,167.05737573420544
cnn_or_selected_backend,71,729.0,968.0,882.0,909.0,163.98170629676957,158.91231755175087
cnn_or_selected_backend,72,1025.0,315.0,1030.0,478.0,163.07666908543356,88.2430116900918
cnn_or_selected_backend,73,656.0,629.0,741.0,768.0,162.92943257741985,58.55376409773166
cnn_or_selected_backend,74,651.0,630.0,737.0,768.0,162.60381299342276,58.06931789628218
cnn_or_selected_backend,75,523.0,876.0,684.0,869.0,161.15210206509875,177.51044707800085
cnn_or_selected_backend,76,463.0,886.0,615.0,936.0,160.0124995117569,18.208484470580824
cnn_or_selected_backend,77,128.0,607.0,288.0,608.0,160.00312496948303,0.35809395932357113
cnn_or_selected_backend,78,635.0,632.0,727.0,762.0,159.26079241294764,54.713251024940284
cnn_or_selected_backend,79,486.0,748.0,486.0,589.0,159.0,90.0
cnn_or_selected_backend,80,722.0,776.0,807.0,642.0,158.68522300453813,122.38811485340091
cnn_or_selected_backend,81,563.0,818.0,563.0,660.0,158.0,90.0
cnn_or_selected_backend,82,683.0,728.0,818.0,650.0,155.9134375222354,149.9816325723909
cnn_or_selected_backend,83,867.0,868.0,1022.0,873.0,155.08062419270823,1.8476102659945959
cnn_or_selected_backend,84,478.0,590.0,633.0,590.0,155.0,0.0
cnn_or_selected_backend,85,230.0,589.0,384.0,589.0,154.0,0.0
cnn_or_selected_backend,86,130.0,433.0,132.0,280.0,153.0130713370593,90.74892178282383
cnn_or_selected_backend,87,584.0,923.0,662.0,1054.0,152.46311029229332,59.22959182121342
cnn_or_selected_backend,88,590.0,859.0,596.0,707.0,152.11837495845134,92.26050191114128
cnn_or_selected_backend,89,837.0,1265.0,989.0,1262.0,152.029602380589,178.86930904876203
cnn_or_selected_backend,90,516.0,911.0,666.0,890.0,151.46286673637206,172.03038960567864
cnn_or_selected_backend,91,483.0,1278.0,634.0,1278.0,151.0,0.0
cnn_or_selected_backend,92,646.0,639.0,732.0,763.0,150.90394295710104,55.2568198416964
cnn_or_selected_backend,93,664.0,630.0,747.0,755.0,150.04665940966495,56.41583952440702
cnn_or_selected_backend,94,421.0,985.0,528.0,1090.0,149.91330828182,44.459489812869336
cnn_or_selected_backend,95,278.0,749.0,405.0,827.0,149.04026301640775,31.557132343169627
cnn_or_selected_backend,96,875.0,925.0,1017.0,882.0,148.36778626103444,163.1528005635329
cnn_or_selected_backend,97,126.0,1218.0,273.0,1209.0,147.27525250360293,176.49646835521554
cnn_or_selected_backend,98,993.0,752.0,996.0,899.0,147.03060905811415,88.83086067209258
cnn_or_selected_backend,99,327.0,781.0,474.0,783.0,147.0136048126159,0.7794863211184798
cnn_or_selected_backend,100,950.0,973.0,1091.0,935.0,146.03081866510234,164.9169401776701
cnn_or_selected_backend,101,419.0,987.0,563.0,967.0,145.38225476308997,172.09283729704154
cnn_or_selected_backend,102,267.0,779.0,403.0,830.0,145.24806367039804,20.556045219583467
cnn_or_selected_backend,103,1110.0,1273.0,1110.0,1128.0,145.0,90.0
cnn_or_selected_backend,104,405.0,937.0,548.0,917.0,144.3918280236108,172.03824910899192
cnn_or_selected_backend,105,111.0,1045.0,213.0,943.0,144.2497833620557,135.0
cnn_or_selected_backend,106,952.0,955.0,1096.0,950.0,144.08677940741129,178.01136214352593
cnn_or_selected_backend,107,147.0,1000.0,289.0,976.0,144.01388821915754,170.40686573726967
cnn_or_selected_backend,108,779.0,947.0,913.0,895.0,143.7358688706476,158.7907738657772
cnn_or_selected_backend,109,1061.0,780.0,1076.0,922.0,142.79005567615695,83.96999119171853
cnn_or_selected_backend,110,641.0,1054.0,781.0,1082.0,142.772546380598,11.309932474020213
cnn_or_selected_backend,111,767.0,820.0,851.0,935.0,142.41137595009747,53.854308188321845
cnn_or_selected_backend,112,433.0,1215.0,575.0,1217.0,142.01408380861386,0.8069294551023745
cnn_or_selected_backend,113,408.0,960.0,547.0,934.0,141.41074923781431,169.40523428766286
cnn_or_selected_backend,114,866.0,967.0,1003.0,933.0,141.15594213493105,166.06220279174576
cnn_or_selected_backend,115,779.0,942.0,912.0,895.0,141.06027080648894,160.53743439063632
cnn_or_selected_backend,116,830.0,789.0,833.0,930.0,141.0319112825179,88.78112476486871
cnn_or_selected_backend,117,893.0,1015.0,1033.0,1031.0,140.91131963046828,6.519801751656986
cnn_or_selected_backend,118,269.0,784.0,401.0,833.0,140.80127840328723,20.365536264089002
cnn_or_selected_backend,119,1084.0,486.0,1091.0,626.0,140.1748907615055,87.13759477388825
cnn_or_selected_backend,120,375.0,1168.0,393.0,1029.0,140.1606221447379,97.37853584267383
cnn_or_selected_backend,121,876.0,923.0,1010.0,882.0,140.13208055259867,162.98745319075596
cnn_or_selected_backend,122,278.0,767.0,397.0,840.0,139.60659010233005,31.52684188726886
cnn_or_selected_backend,123,512.0,922.0,515.0,783.0,139.0323703315167,91.23640760285615
cnn_or_selected_backend,124,371.0,955.0,510.0,956.0,139.00359707575916,0.4121927414023225
cnn_or_selected_backend,125,933.0,923.0,969.0,789.0,138.7515765676196,105.03781590358224
cnn_or_selected_backend,126,332.0,1026.0,430.0,929.0,137.88763541376724,135.2938219346507
cnn_or_selected_backend,127,421.0,959.0,496.0,844.0,137.2953021774598,123.11134196037202
cnn_or_selected_backend,128,591.0,735.0,688.0,638.0,137.17871555019022,135.0
cnn_or_selected_backend,129,379.0,959.0,514.0,937.0,136.7808466123821,170.74427225544778
cnn_or_selected_backend,130,276.0,780.0,404.0,828.0,136.7040599250805,20.556045219583467
cnn_or_selected_backend,131,782.0,926.0,907.0,873.0,135.77186748365804,157.02305549681125
cnn_or_selected_backend,132,414.0,962.0,547.0,935.0,135.71293232407882,168.52447324857695
cnn_or_selected_backend,133,264.0,843.0,272.0,708.0,135.2368293032634,93.39133941979634
cnn_or_selected_backend,134,371.0,1169.0,389.0,1035.0,135.20355024924456,97.65065095535941
cnn_or_selected_backend,135,124.0,871.0,125.0,736.0,135.00370365289984,90.42440541936148
cnn_or_selected_backend,136,437.0,938.0,570.0,915.0,134.97407158413796,170.18874313200396
cnn_or_selected_backend,137,575.0,1003.0,647.0,889.0,134.8332303254654,122.27564431457762
cnn_or_selected_backend,138,591.0,737.0,688.0,644.0,134.3800580443393,136.20604877921994
cnn_or_selected_backend,139,1059.0,887.0,1064.0,1021.0,134.09325113517085,87.86308914624276
cnn_or_selected_backend,140,427.0,981.0,560.0,964.0,134.08206442324789,172.71597634558313
cnn_or_selected_backend,141,478.0,828.0,569.0,730.0,133.73481222179961,132.87890360333853
cnn_or_selected_backend,142,1053.0,889.0,1062.0,1022.0,133.30416347586447,86.12874376801437
cnn_or_selected_backend,143,362.0,753.0,368.0,620.0,133.13526955694348,92.58302066863506
cnn_or_selected_backend,144,592.0,822.0,725.0,822.0,133.0,0.0
cnn_or_selected_backend,145,267.0,778.0,398.0,799.0,132.67252918370102,9.107334312254409
cnn_or_selected_backend,146,661.0,630.0,735.0,740.0,132.5745073534124,56.07020257793936
cnn_or_selected_backend,147,595.0,728.0,685.0,632.0,131.59027319676784,133.1523897340054
cnn_or_selected_backend,148,267.0,777.0,397.0,797.0,131.52946437965906,8.74616226255521
cnn_or_selected_backend,149,593.0,727.0,686.0,634.0,131.52186130069785,135.0
cnn_or_selected_backend,150,475.0,842.0,568.0,749.0,131.52186130069785,135.0
cnn_or_selected_backend,151,610.0,637.0,714.0,717.0,131.20975573485381,37.568592028827496
cnn_or_selected_backend,152,880.0,1263.0,1011.0,1260.0,131.03434664239754,178.6881122174959
cnn_or_selected_backend,153,810.0,1271.0,941.0,1269.0,131.01526628603247,179.12532322887867
cnn_or_selected_backend,154,135.0,407.0,139.0,277.0,130.06152390311286,91.76239102366051
cnn_or_selected_backend,155,282.0,784.0,404.0,829.0,130.034610777285,20.246620075588215
cnn_or_selected_backend,156,420.0,1017.0,530.0,1086.0,129.84991336154215,32.0989272547852
cnn_or_selected_backend,157,1090.0,594.0,1097.0,723.0,129.18978287774928,86.89397290438357
cnn_or_selected_backend,158,1.0,959.0,1.0,830.0,129.0,90.0
cnn_or_selected_backend,159,310.0,1011.0,439.0,1011.0,129.0,0.0
cnn_or_selected_backend,160,437.0,929.0,564.0,909.0,128.56515857727553,171.05054191579111
cnn_or_selected_backend,161,272.0,786.0,399.0,804.0,128.2692480682724,8.066931729793101
cnn_or_selected_backend,162,411.0,955.0,534.0,919.0,128.16005617976296,163.68614757373945
cnn_or_selected_backend,163,2.0,837.0,130.0,843.0,128.14054783713078,2.6837751594689845
cnn_or_selected_backend,164,575.0,1005.0,643.0,897.0,127.62444906835053,122.19573393471325
cnn_or_selected_backend,165,855.0,921.0,982.0,909.0,127.56566936288148,174.6022512235196
cnn_or_selected_backend,166,387.0,1024.0,502.0,969.0,127.47548783981962,154.44003482817618
cnn_or_selected_backend,167,430.0,931.0,556.0,912.0,127.4244874425634,171.42476736016476
cnn_or_selected_backend,168,937.0,904.0,1043.0,974.0,127.02755606560333,33.43986920578224
cnn_or_selected_backend,169,124.0,1203.0,126.0,1076.0,127.01574705523721,90.90222116153015
cnn_or_selected_backend,170,225.0,1132.0,235.0,1006.0,126.39620247459969,94.53777250790665
cnn_or_selected_backend,171,148.0,568.0,154.0,442.0,126.14277624977183,92.72631099390627
cnn_or_selected_backend,172,984.0,279.0,988.0,405.0,126.0634760745554,88.18169703554817
cnn_or_selected_backend,173,4.0,171.0,129.0,156.0,125.89678312014172,173.15722658736905
cnn_or_selected_backend,174,437.0,966.0,562.0,965.0,125.00399993600205,179.54164354199958
cnn_or_selected_backend,175,388.0,1140.0,388.0,1015.0,125.0,90.0
cnn_or_selected_backend,176,987.0,1018.0,1111.0,1005.0,124.67958934805648,174.0150476848846
cnn_or_selected_backend,177,564.0,638.0,688.0,641.0,124.03628501370073,1.385917850812192
cnn_or_selected_backend,178,1035.0,562.0,1042.0,685.0,123.1990259701756,86.74277805933305
cnn_or_selected_backend,179,477.0,845.0,600.0,842.0,123.03657992645927,178.60281897270363
cnn_or_selected_backend,180,478.0,851.0,601.0,853.0,123.01625908797584,0.9315565980774848
cnn_or_selected_backend,181,478.0,847.0,601.0,848.0,123.00406497347964,0.4658090827649937
cnn_or_selected_backend,182,689.0,820.0,690.0,697.0,123.00406497347964,90.46580908276499
cnn_or_selected_backend,183,167.0,977.0,288.0,959.0,122.3315167894194,171.53871185742864
cnn_or_selected_backend,184,568.0,871.0,690.0,866.0,122.10241602851272,177.65312570751271
cnn_or_selected_backend,185,478.0,850.0,600.0,851.0,122.00409829181969,0.4696270196896474
cnn_or_selected_backend,186,622.0,740.0,725.0,675.0,121.79490958164057,147.74528947313286
cnn_or_selected_backend,187,783.0,938.0,896.0,893.0,121.63058825805291,158.28606491822356
cnn_or_selected_backend,188,741.0,745.0,805.0,642.0,121.26417442921878,121.85513238244926
cnn_or_selected_backend,189,956.0,1270.0,1077.0,1269.0,121.00413216084813,179.52649194126508
cnn_or_selected_backend,190,479.0,849.0,600.0,850.0,121.00413216084813,0.47350805873492635
cnn_or_selected_backend,191,391.0,606.0,512.0,606.0,121.0,0.0
cnn_or_selected_backend,192,380.0,1011.0,497.0,1038.0,120.07497657713701,12.994616791916505
cnn_or_selected_backend,193,102.0,503.0,102.0,383.0,120.0,90.0
cnn_or_selected_backend,194,564.0,882.0,683.0,872.0,119.41942890501528,175.19651424093092
cnn_or_selected_backend,195,1079.0,1050.0,1082.0,931.0,119.03780911962384,91.44412553093585
cnn_or_selected_backend,196,117.0,1147.0,118.0,1028.0,119.00420160649792,90.48146580583835
cnn_or_selected_backend,197,758.0,721.0,819.0,823.0,118.84864324004712,59.11892130305639
cnn_or_selected_backend,198,442.0,1032.0,560.0,1045.0,118.71394189394942,6.286893361736462
cnn_or_selected_backend,199,172.0,974.0,289.0,971.0,117.03845521878696,178.53119928561418
cnn_or_selected_backend,200,877.0,1277.0,994.0,1277.0,117.0,0.0
cnn_or_selected_backend,201,328.0,998.0,360.0,1110.0,116.48175822848829,74.05460409907715
cnn_or_selected_backend,202,1069.0,942.0,1076.0,1058.0,116.21101496846157,86.54668374946891
cnn_or_selected_backend,203,1059.0,1.0,1065.0,117.0,116.15506876585283,87.03906386583625
cnn_or_selected_backend,204,1109.0,734.0,1109.0,618.0,116.0,90.0
cnn_or_selected_backend,205,833.0,813.0,835.0,928.0,115.0173899895142,89.00365210349509
cnn_or_selected_backend,206,781.0,920.0,886.0,874.0,114.63420083029322,156.34200300123732
cnn_or_selected_backend,207,179.0,1000.0,289.0,968.0,114.56002793295748,163.7798063043972
cnn_or_selected_backend,208,93.0,884.0,95.0,770.0,114.0175425099138,91.00508600525417
cnn_or_selected_backend,209,476.0,853.0,590.0,854.0,114.00438588054409,0.5025816667210311
cnn_or_selected_backend,210,98.0,796.0,101.0,683.0,113.03981599418853,91.52076966114376
cnn_or_selected_backend,211,531.0,593.0,644.0,593.0,113.0,0.0
cnn_or_selected_backend,212,785.0,889.0,897.0,892.0,112.04017136723775,1.5343414997007687
cnn_or_selected_backend,213,120.0,827.0,120.0,715.0,112.0,90.0
cnn_or_selected_backend,214,1109.0,1159.0,1109.0,1047.0,112.0,90.0
cnn_or_selected_backend,215,438.0,958.0,547.0,937.0,111.00450441310929,169.09497795476554
cnn_or_selected_backend,216,779.0,939.0,881.0,896.0,110.69326989478628,157.14123812013435
cnn_or_selected_backend,217,401.0,946.0,511.0,951.0,110.11357772772621,2.602562202499806
cnn_or_selected_backend,218,1000.0,790.0,1004.0,900.0,110.07270324653611,87.91743472026913
cnn_or_selected_backend,219,349.0,1097.0,352.0,987.0,110.04090148667449,91.5622249168424
cnn_or_selected_backend,220,930.0,883.0,1032.0,842.0,109.9317970379817,158.10180719436102
cnn_or_selected_backend,221,361.0,697.0,366.0,588.0,109.1146186356347,92.62640563829075
cnn_or_selected_backend,222,592.0,824.0,701.0,827.0,109.04127658827184,1.576550055183732
cnn_or_selected_backend,223,484.0,442.0,484.0,551.0,109.0,90.0
cnn_or_selected_backend,224,904.0,853.0,1010.0,878.0,108.90821823902914,13.27064387640368
cnn_or_selected_backend,225,429.0,914.0,537.0,901.0,108.77959367454909,173.13630808537295
cnn_or_selected_backend,226,915.0,917.0,1019.0,886.0,108.52188719332152,163.40189560713895
cnn_or_selected_backend,227,199.0,1226.0,307.0,1216.0,108.46197490364999,174.70991879462872
cnn_or_selected_backend,228,432.0,919.0,540.0,910.0,108.37435120913067,175.2363583092738
cnn_or_selected_backend,229,779.0,940.0,886.0,926.0,107.91200118615167,172.54570118725152
cnn_or_selected_backend,230,915.0,932.0,1022.0,920.0,107.67079455451233,173.6010433726311
cnn_or_selected_backend,231,483.0,850.0,583.0,888.0,106.97663296253066,20.80679101271123
cnn_or_selected_backend,232,274.0,997.0,380.0,991.0,106.16967551989597,176.76029970389786
cnn_or_selected_backend,233,1064.0,4.0,1069.0,110.0,106.1178590059185,87.29937066260472
cnn_or_selected_backend,234,482.0,566.0,485.0,672.0,106.04244433244644,88.37885408634659
cnn_or_selected_backend,235,334.0,1008.0,359.0,1111.0,105.99056561788883,76.35708522400994
cnn_or_selected_backend,236,490.0,891.0,591.0,923.0,105.94810050208545,17.57985142665529
cnn_or_selected_backend,237,185.0,997.0,289.0,979.0,105.54619841567009,170.1806993612421
cnn_or_selected_backend,238,271.0,995.0,376.0,987.0,105.30432089900205,175.6430249941537
cnn_or_selected_backend,239,383.0,1176.0,488.0,1184.0,105.30432089900205,4.356975005846297
cnn_or_selected_backend,240,1105.0,779.0,1110.0,884.0,105.11898020814318,87.27368900609373
cnn_or_selected_backend,241,824.0,575.0,826.0,680.0,105.01904589168576,88.90878377473742
cnn_or_selected_backend,242,1042.0,1028.0,1049.0,924.0,104.23531071570709,93.85063882391076
cnn_or_selected_backend,243,759.0,1259.0,863.0,1253.0,104.17293314484334,176.698134325565
cnn_or_selected_backend,244,1062.0,1265.0,1066.0,1161.0,104.0768946500615,92.2025981617658
cnn_or_selected_backend,245,686.0,738.0,790.0,736.0,104.01922899156675,178.89829388479362
cnn_or_selected_backend,246,1061.0,758.0,1063.0,862.0,104.01922899156675,88.89829388479363
cnn_or_selected_backend,247,566.0,864.0,612.0,957.0,103.75451797391764,63.681911860348265
cnn_or_selected_backend,248,754.0,1266.0,763.0,1163.0,103.39245620450265,94.9937439858234
cnn_or_selected_backend,249,278.0,1000.0,381.0,992.0,103.31021246711285,175.55875881056718
cnn_or_selected_backend,250,547.0,1042.0,643.0,1004.0,103.24727599312246,158.4046895510323
cnn_or_selected_backend,251,272.0,993.0,375.0,986.0,103.23759005323593,176.11209043916693
cnn_or_selected_backend,252,480.0,911.0,582.0,898.0,102.82509421342633,172.73675525941545
cnn_or_selected_backend,253,783.0,934.0,881.0,903.0,102.7861858422619,162.44645517366013
cnn_or_selected_backend,254,16.0,173.0,118.0,164.0,102.39628899525607,174.9575489308291
cnn_or_selected_backend,255,442.0,939.0,543.0,924.0,102.1077861869505,171.55247275209155
cnn_or_selected_backend,256,3.0,505.0,105.0,503.0,102.0196059588548,178.87669728592456
cnn_or_selected_backend,257,274.0,808.0,275.0,706.0,102.00490184299969,90.56170533256655
cnn_or_selected_backend,258,787.0,903.0,885.0,931.0,101.92153844992725,15.945395900922854
cnn_or_selected_backend,259,795.0,893.0,893.0,920.0,101.65136496870073,15.403424962469622
cnn_or_selected_backend,260,885.0,884.0,984.0,861.0,101.6366075781753,166.92087621993318
cnn_or_selected_backend,261,306.0,796.0,401.0,832.0,101.59232254457027,20.754071318799394
cnn_or_selected_backend,262,985.0,1035.0,1084.0,1013.0,101.41498903022176,167.47119229084848
cnn_or_selected_backend,263,1053.0,922.0,1059.0,1023.0,101.17806086301516,86.60028584087674
cnn_or_selected_backend,264,413.0,968.0,512.0,949.0,100.80674580602232,169.13594007791227
cnn_or_selected_backend,265,594.0,863.0,694.0,854.0,100.40418317978589,174.85723544211575
cnn_or_selected_backend,266,779.0,877.0,876.0,900.0,99.68951800465283,13.339248903363403
cnn_or_selected_backend,267,789.0,909.0,885.0,935.0,99.45853407325085,15.154068050312599
cnn_or_selected_backend,268,411.0,729.0,417.0,630.0,99.18165152889924,93.46822925891715
cnn_or_selected_backend,269,1050.0,925.0,1055.0,1024.0,99.12618221237011,87.10873040377943
cnn_or_selected_backend,270,1051.0,925.0,1056.0,1024.0,99.12618221237011,87.10873040377943
cnn_or_selected_backend,271,6.0,195.0,104.0,182.0,98.85848471426213,172.44365594356054
cnn_or_selected_backend,272,1013.0,1016.0,1109.0,993.0,98.71676655968832,166.52684188726886
cnn_or_selected_backend,273,503.0,866.0,601.0,859.0,98.2496819333274,175.91438322002512
cnn_or_selected_backend,274,1043.0,1028.0,1049.0,930.0,98.18350166906862,93.50353164478446
cnn_or_selected_backend,275,109.0,1227.0,207.0,1222.0,98.12746812182611,177.0792784789996
cnn_or_selected_backend,276,311.0,954.0,408.0,943.0,97.62171889492625,173.53018001482684
cnn_or_selected_backend,277,767.0,823.0,864.0,832.0,97.41663102366043,5.300926516525688
cnn_or_selected_backend,278,137.0,366.0,234.0,365.0,97.0051545022222,179.40934278535332
cnn_or_selected_backend,279,3.0,502.0,99.0,498.0,96.08329719571451,177.6140559696112
cnn_or_selected_backend,280,870.0,869.0,966.0,872.0,96.04686356149273,1.7899106082460694
cnn_or_selected_backend,281,1105.0,1239.0,1105.0,1143.0,96.0,90.0
cnn_or_selected_backend,282,5.0,527.0,101.0,527.0,96.0,0.0
cnn_or_selected_backend,283,894.0,1250.0,989.0,1260.0,95.524865872714,6.009005957494525
cnn_or_selected_backend,284,925.0,879.0,1020.0,889.0,95.524865872714,6.009005957494525
cnn_or_selected_backend,285,987.0,869.0,1082.0,874.0,95.13148795220224,3.0127875041833403
cnn_or_selected_backend,286,103.0,667.0,105.0,572.0,95.02105029939419,91.20604877921996
cnn_or_selected_backend,287,350.0,1160.0,352.0,1065.0,95.02105029939419,91.20604877921996
cnn_or_selected_backend,288,1075.0,995.0,1077.0,900.0,95.02105029939419,91.20604877921996
cnn_or_selected_backend,289,354.0,1099.0,355.0,1004.0,95.00526301210897,90.60309119438053
cnn_or_selected_backend,290,407.0,727.0,411.0,633.0,94.08506789071261,92.43664824681014
cnn_or_selected_backend,291,871.0,873.0,965.0,876.0,94.04786015641186,1.827968244305005
cnn_or_selected_backend,292,3.0,1278.0,97.0,1278.0,94.0,0.0
cnn_or_selected_backend,293,814.0,577.0,814.0,671.0,94.0,90.0
cnn_or_selected_backend,294,767.0,822.0,860.0,827.0,93.13431161500041,3.077455399424377
cnn_or_selected_backend,295,2.0,867.0,95.0,871.0,93.08598175880189,2.462816675916847
cnn_or_selected_backend,296,476.0,856.0,569.0,852.0,93.08598175880189,177.53718332408314
cnn_or_selected_backend,297,1.0,155.0,1.0,248.0,93.0,90.0
canny_control,1,556.0,720.0,1094.0,930.0,577.5326830578508,21.322420559307236
canny_control,2,980.0,235.0,1003.0,803.0,568.4654782834223,87.6811912352769
canny_control,3,330.0,842.0,864.0,842.0,534.0,0.0
canny_control,4,302.0,1089.0,678.0,771.0,492.44289008980525,139.77730631710986
canny_control,5,106.0,1279.0,118.0,800.0,479.15028957520207,91.43508469759365
canny_control,6,616.0,1136.0,1086.0,1227.0,478.7285243225016,10.957853049552709
canny_control,7,632.0,789.0,1075.0,961.0,475.2188969306671,21.21929185827462
canny_control,8,241.0,959.0,673.0,1127.0,463.5169899798712,21.25050550713324
