step,style_strength,content_loss,style_loss,tv_loss,weighted_content_loss,weighted_style_loss,weighted_tv_loss,total_loss
0,0.25,1.7270420789718628,9.35553998715477e-06,0.059862662106752396,1.7270420789718628,2.3388850688934326,5.986265932733659e-06,4.0659332275390625
1,0.25,3.4088034629821777,1.0813642802531831e-05,0.06966464221477509,3.4088034629821777,2.7034106254577637,6.966463843127713e-06,6.1122212409973145
2,0.25,3.073263645172119,1.5603014617227018e-05,0.07888239622116089,3.073263645172119,3.9007537364959717,7.88823945185868e-06,6.974025249481201
3,0.25,2.9788413047790527,1.1282076229690574e-05,0.08560611307621002,2.9788413047790527,2.820518970489502,8.560610694985371e-06,5.799368858337402
4,0.25,2.082183599472046,1.2370114745863248e-05,0.09064474701881409,2.082183599472046,3.0925285816192627,9.06447439774638e-06,5.1747212409973145
5,0.25,1.8027620315551758,1.203247120429296e-05,0.09435277432203293,1.8027620315551758,3.008117914199829,9.435277206648607e-06,4.81088924407959
6,0.25,1.637870192527771,1.1024059858755209e-05,0.0970345214009285,1.637870192527771,2.7560150623321533,9.703451723908074e-06,4.393894672393799
7,0.25,1.4780521392822266,1.0312544873158913e-05,0.09896469861268997,1.4780521392822266,2.5781362056732178,9.896469236991834e-06,4.056198596954346
8,0.25,1.3279335498809814,9.724286428536288e-06,0.10032154619693756,1.3279335498809814,2.4310715198516846,1.0032154023065232e-05,3.7590150833129883
9,0.25,1.2061450481414795,9.11640381673351e-06,0.1012372076511383,1.2061450481414795,2.2791008949279785,1.0123720130650327e-05,3.4852559566497803
10,0.25,1.1140429973602295,8.51313780003693e-06,0.10182063281536102,1.1140429973602295,2.128284454345703,1.0182063306274358e-05,3.242337703704834
11,0.25,1.038021445274353,7.955115506774746e-06,0.10215641558170319,1.038021445274353,1.988778829574585,1.0215640941169113e-05,3.02681040763855
12,0.25,0.9642078280448914,7.457952506229049e-06,0.10230077803134918,0.9642078280448914,1.864488124847412,1.0230077350570355e-05,2.8287062644958496
13,0.25,0.8977446556091309,7.008982265688246e-06,0.10229170322418213,0.8977446556091309,1.752245545387268,1.0229169674857985e-05,2.6500003337860107
14,0.25,0.8392695784568787,6.59584748063935e-06,0.102166548371315,0.8392695784568787,1.6489619016647339,1.021665502776159e-05,2.488241672515869
15,0.25,0.7845624089241028,6.225546712812502e-06,0.10195336490869522,0.7845624089241028,1.5563867092132568,1.0195336471952032e-05,2.340959310531616
16,0.25,0.7354263067245483,5.896413767914055e-06,0.10167940706014633,0.7354263067245483,1.4741034507751465,1.0167940672545228e-05,2.2095401287078857
17,0.25,0.6909587979316711,5.6036265050352085e-06,0.10135689377784729,0.6909587979316711,1.4009066820144653,1.0135689080925658e-05,2.0918757915496826
18,0.25,0.6501293778419495,5.338820301403757e-06,0.10099625587463379,0.6501293778419495,1.334705114364624,1.0099624887516256e-05,1.9848445653915405
19,0.25,0.6152209043502808,5.09693654748844e-06,0.10061056911945343,0.6152209043502808,1.2742341756820679,1.0061056855192874e-05,1.889465093612671
20,0.25,0.581333339214325,4.882728717348073e-06,0.10021266341209412,0.581333339214325,1.220682144165039,1.0021266461990308e-05,1.802025556564331
21,0.25,0.5513705015182495,4.689030902227387e-06,0.09980935603380203,0.5513705015182495,1.1722577810287476,9.980934919440188e-06,1.7236382961273193
22,0.25,0.5252509713172913,4.505298875301378e-06,0.0994049459695816,0.5252509713172913,1.1263247728347778,9.940494237525854e-06,1.6515856981277466
23,0.25,0.5024722814559937,4.334954610385466e-06,0.09900186955928802,0.5024722814559937,1.0837386846542358,9.90018634183798e-06,1.5862208604812622
24,0.25,0.4772745966911316,4.1912953747669235e-06,0.09860849380493164,0.4772745966911316,1.0478237867355347,9.860848876996897e-06,1.5251082181930542
25,0.25,0.45790719985961914,4.044425168103771e-06,0.09822127223014832,0.45790719985961914,1.011106252670288,9.822127140068915e-06,1.4690232276916504
26,0.25,0.44015201926231384,3.9146079870988615e-06,0.09784433990716934,0.44015201926231384,0.9786520004272461,9.784434041648638e-06,1.4188138246536255
27,0.25,0.4250076711177826,3.7878132843616186e-06,0.09747900068759918,0.4250076711177826,0.946953296661377,9.747899639478419e-06,1.371970772743225
28,0.25,0.41097161173820496,3.674965455502388e-06,0.09712658822536469,0.41097161173820496,0.9187413454055786,9.712658538774122e-06,1.3297226428985596
29,0.25,0.3958154618740082,3.5724174267670605e-06,0.09678826481103897,0.3958154618740082,0.8931043744087219,9.67882624536287e-06,1.2889294624328613
30,0.25,0.38101521134376526,3.477658538031392e-06,0.09646368771791458,0.38101521134376526,0.8694146275520325,9.646368198445998e-06,1.2504395246505737
31,0.25,0.36961066722869873,3.381946498848265e-06,0.09614888578653336,0.36961066722869873,0.8454866409301758,9.614888767828234e-06,1.2151069641113281
32,0.25,0.3599713444709778,3.2931886835285695e-06,0.095846027135849,0.3599713444709778,0.8232971429824829,9.584602594259195e-06,1.1832780838012695
33,0.25,0.3506990969181061,3.2104301226354437e-06,0.09555564820766449,0.3506990969181061,0.802607536315918,9.555564247420989e-06,1.1533161401748657
34,0.25,0.33989399671554565,3.1426066016138066e-06,0.09528083354234695,0.33989399671554565,0.7856516242027283,9.528082955512218e-06,1.125555157661438
35,0.25,0.33556780219078064,3.059691152884625e-06,0.09502056241035461,0.33556780219078064,0.7649227976799011,9.502055945631582e-06,1.1005001068115234
